transaction_number,T_date,transaction_type,Punk_Nr,T_from,T_to,amount
703,2021-08-06,3,260,173,8,468231
704,2021-08-06,2,260,173,8,451307
705,2021-08-06,8,260,8,8,493617
706,2021-08-05,3,260,173,8,449538
707,2021-08-05,2,260,173,8,421442
708,2021-08-05,3,260,173,8,415919
709,2021-08-05,2,260,173,8,374327
710,2021-08-05,8,260,8,8,468625
711,2021-08-05,3,260,173,8,351468
712,2021-08-05,2,260,173,8,312416
713,2021-08-04,3,260,173,8,322474
714,2021-08-01,8,260,8,8,391195
715,2021-08-01,7,260,8,8,0
716,2021-08-01,8,260,8,8,1.31M
717,2021-08-01,7,260,8,8,0
718,2021-07-31,8,260,8,8,439713
719,2021-07-31,7,260,8,8,0
720,2021-07-19,8,260,8,8,150672
721,2021-07-19,7,260,8,8,0
722,2021-07-01,8,260,8,8,209164
723,2021-07-01,7,260,8,8,0
724,2021-06-23,8,260,8,8,170014
725,2021-06-23,9,260,175,174,115919
726,2021-06-08,8,260,8,8,149021
727,2021-06-06,9,260,176,175,88206
728,2021-06-06,3,260,175,8,88206
729,2021-06-06,8,260,8,8,88206
730,2021-06-06,2,260,175,8,86849
731,2021-06-06,3,260,175,8,86849
732,2021-06-05,8,260,8,8,86009
733,2021-06-05,3,260,177,8,77148
734,2021-06-05,8,260,8,8,91303
735,2021-06-02,7,260,8,8,0
736,2021-06-02,8,260,8,8,92033
737,2021-06-01,8,260,8,8,87972
738,2021-05-26,7,260,8,8,0
739,2021-05-26,2,260,178,8,81511
740,2021-05-24,3,260,178,8,76765
741,2021-05-24,8,260,8,8,96984
742,2021-05-23,8,260,8,8,66672
743,2021-05-19,8,260,8,8,138654
744,2021-05-17,8,260,8,8,165739
745,2021-05-17,2,260,179,8,98464
746,2021-05-14,9,260,180,176,134776
747,2021-05-13,3,260,179,8,105092
748,2021-05-13,3,260,181,8,97766
749,2021-05-13,3,260,182,8,86486
750,2021-05-13,8,260,8,8,121945
751,2021-05-13,8,260,8,8,112808
752,2021-05-13,8,260,8,8,123643
753,2021-05-13,8,260,8,8,146124
754,2021-05-12,7,260,8,8,0
755,2021-05-12,8,260,8,8,178915
756,2021-05-12,8,260,8,8,250628
757,2021-05-09,8,260,8,8,330545
758,2021-05-08,8,260,8,8,237488
759,2021-05-06,8,260,8,8,283082
760,2021-05-06,9,260,6,180,210811
761,2021-04-27,2,260,183,8,107880
762,2021-04-22,3,260,183,8,97021
763,2021-04-19,2,260,183,8,80650
764,2021-04-13,3,260,183,8,79667
765,2021-04-13,2,260,183,8,66931
766,2021-04-09,3,260,183,8,64445
767,2021-03-22,8,260,8,8,105456
768,2021-02-20,2,260,184,8,32095
769,2021-02-18,3,260,184,8,30418
770,2021-01-10,2,260,180,8,8739
771,2021-01-09,3,260,180,8,8684
772,2017-06-23,4,260,8,6,0
773,2022-03-17,1,261,6,12,0
774,2017-06-23,4,261,8,6,0
775,2022-03-17,1,262,6,12,0
776,2017-06-23,4,262,8,6,0
777,2021-08-25,9,263,185,186,344382
778,2021-08-23,8,263,8,8,355160
779,2021-08-23,7,263,8,8,0
780,2021-08-21,8,263,8,8,252604
781,2021-03-21,1,263,187,185,0
782,2021-03-07,1,263,188,187,0
783,2021-03-07,1,263,4,188,0
784,2021-03-05,1,263,5,4,0
785,2021-02-04,1,263,6,5,0
786,2017-06-23,4,263,8,6,0
787,2021-05-24,2,264,189,8,63207
788,2021-05-24,3,264,189,8,60833
789,2021-04-10,7,264,8,8,0
790,2021-04-10,8,264,8,8,1.84M
791,2021-01-27,3,264,190,8,11774
792,2020-01-03,2,264,7,8,133
793,2020-01-02,3,264,7,8,129
794,2020-01-02,2,264,7,8,65
795,2020-01-01,3,264,7,8,66
796,2017-06-23,4,264,8,6,0
797,2022-04-14,1,265,191,192,0
798,2021-08-13,1,265,193,191,0
799,2021-08-02,2,265,194,8,184591
800,2021-08-01,3,265,194,8,180678
801,2021-02-18,1,265,100,193,0
802,2021-02-18,1,265,6,100,0
803,2017-06-23,4,265,8,6,0
804,2021-03-05,1,266,5,4,0
805,2021-02-04,1,266,6,5,0
806,2017-06-23,4,266,8,6,0
807,2021-03-19,1,267,6,113,0
808,2017-06-23,4,267,8,6,0
809,2022-03-17,1,268,6,12,0
810,2021-07-31,2,268,195,8,542
811,2021-07-31,3,268,195,8,542
812,2017-07-05,3,268,9,8,56
813,2017-07-05,3,268,10,8,56
814,2017-06-23,4,268,8,6,0
815,2021-04-15,2,269,196,8,41212
816,2021-04-14,3,269,196,8,39886
817,2021-04-07,2,269,197,8,10227
818,2021-04-06,3,269,197,8,10370
819,2017-06-26,3,269,9,8,13
820,2017-06-23,4,269,8,6,0
821,2021-03-19,1,270,6,113,0
822,2021-02-26,2,270,198,8,286
823,2021-02-22,3,270,198,8,376
824,2017-06-23,4,270,8,6,0
825,2022-03-17,1,271,6,12,0
826,2017-06-23,4,271,8,6,0
827,2022-03-17,1,272,6,12,0
828,2017-06-25,2,272,9,8,14
829,2017-06-25,3,272,9,8,14
830,2017-06-23,4,272,8,6,0
831,2023-07-22,1,273,199,200,0
832,2023-07-20,9,273,201,199,179333
833,2023-07-20,2,273,199,8,175631
834,2023-07-20,8,273,8,199,179333
835,2023-07-20,3,273,199,8,175705
836,2023-07-20,2,273,199,8,141890
837,2023-07-19,3,273,199,8,141584
838,2022-11-15,2,273,202,8,126326
839,2022-11-15,3,273,202,8,126458
840,2022-08-18,2,273,203,8,182490
841,2022-08-12,8,273,8,8,453750
842,2022-08-08,3,273,203,8,178743
843,2022-08-04,8,273,8,8,438127
844,2022-06-14,9,273,52,201,98653
845,2022-06-14,8,273,8,201,100866
846,2022-06-07,8,273,8,8,183553
847,2022-06-03,8,273,8,201,156722
848,2022-05-20,2,273,204,8,100333
849,2022-05-19,3,273,204,8,98479
850,2022-05-16,8,273,8,8,214248
851,2022-05-15,2,273,205,8,132221
852,2022-05-14,3,273,205,8,131267
853,2022-05-13,2,273,206,8,119586
854,2022-05-11,3,273,206,8,127057
855,2022-05-10,8,273,8,8,224695
856,2022-05-10,1,273,18,52,0
857,2022-05-08,8,273,8,8,253188
858,2022-05-08,9,273,207,18,139836
859,2022-05-08,8,273,8,8,139836
860,2021-10-19,9,273,208,207,1.03M
861,2021-10-05,2,273,209,8,552383
862,2021-10-05,3,273,209,8,545247
863,2021-08-28,8,273,8,8,855627
864,2021-08-26,8,273,8,8,807008
865,2021-08-11,8,273,8,8,968688
866,2021-08-11,1,273,210,208,0
867,2021-08-06,8,273,8,8,875985
868,2021-08-04,2,273,211,8,110606
869,2021-08-03,3,273,211,8,111049
870,2021-04-29,7,273,8,8,0
871,2021-04-16,8,273,8,8,106205
872,2021-04-10,8,273,8,8,106275
873,2021-03-03,9,273,212,210,42902
874,2021-03-03,3,273,210,8,42902
875,2021-03-03,9,273,213,212,32509
876,2021-03-03,8,273,8,8,32509
877,2021-03-03,7,273,8,8,0
878,2021-03-01,8,273,8,8,63576
879,2020-09-12,9,273,96,213,1113
880,2020-09-08,2,273,214,8,687
881,2020-09-08,3,273,214,8,686
882,2020-09-08,8,273,8,8,1028
883,2020-07-06,8,273,8,8,945
884,2020-07-02,8,273,8,8,552
885,2020-07-01,8,273,8,8,697
886,2020-06-29,8,273,8,8,889
887,2020-04-29,8,273,8,8,1047
888,2020-02-06,8,273,8,8,2153
889,2020-01-01,9,273,6,96,261
890,2020-01-01,3,273,96,8,264
891,2017-06-23,4,273,8,6,0
892,2024-01-31,2,274,215,8,150780
893,2024-01-30,3,274,215,8,155507
894,2024-01-30,2,274,215,8,153133
895,2024-01-30,3,274,215,8,151256
896,2024-01-30,2,274,215,8,150084
897,2024-01-29,3,274,215,8,148013
898,2024-01-29,2,274,215,8,146857
899,2024-01-29,3,274,215,8,142350
900,2024-01-29,3,274,215,8,143036
901,2017-06-23,4,274,8,6,0
902,2021-03-19,1,275,6,113,0
903,2017-06-23,4,275,8,6,0
904,2022-03-17,1,276,6,12,0
905,2017-06-23,4,276,8,6,0
906,2022-03-17,1,277,6,12,0
907,2021-03-01,2,277,198,8,304
908,2021-02-22,3,277,198,8,376
909,2021-02-01,2,277,216,8,9251
910,2021-01-28,3,277,216,8,9331
911,2017-06-23,4,277,8,6,0
912,2022-03-17,1,278,6,12,0
913,2017-06-23,4,278,8,6,0
914,2022-03-17,1,279,6,12,0
915,2017-06-25,3,279,9,8,14
916,2017-06-23,4,279,8,6,0
917,2021-04-21,2,280,217,8,230
918,2021-04-20,3,280,217,8,232
919,2020-05-30,3,280,218,8,1
920,2017-12-26,9,280,219,9,188
921,2017-07-25,9,280,6,219,244
922,2017-07-21,8,280,8,8,260
923,2017-07-06,3,280,9,8,66
924,2017-07-06,3,280,10,8,66
925,2017-07-05,3,280,9,8,53
926,2017-07-05,3,280,10,8,53
927,2017-06-23,4,280,8,6,0
928,2024-01-18,2,281,220,8,637283
929,2024-01-12,3,281,220,8,633122
930,2024-01-11,3,281,52,8,649165
931,2023-10-31,2,281,52,8,543864
932,2023-10-26,3,281,52,8,533823
933,2023-01-21,1,281,221,222,0
934,2022-10-21,2,281,223,8,649080
935,2022-10-18,3,281,223,8,656430
936,2022-10-04,2,281,52,8,541740
937,2022-10-03,3,281,52,8,521464
938,2021-10-10,1,281,10,221,0
939,2021-07-16,2,281,224,8,38959
940,2021-05-22,3,281,224,8,45524
941,2021-03-21,2,281,225,8,214786
942,2021-03-20,3,281,225,8,222392
943,2021-03-01,2,281,198,8,79127
944,2021-03-01,3,281,198,8,79127
945,2021-02-26,2,281,198,8,60274
946,2021-02-25,3,281,198,8,64537
947,2021-02-25,2,281,198,8,62963
948,2021-02-25,3,281,198,8,63446
949,2021-02-25,2,281,226,8,42777
950,2021-02-23,3,281,226,8,40351
951,2021-01-22,3,281,225,8,31304
952,2021-01-22,3,281,95,8,15026
953,2021-01-22,2,281,95,8,6261
954,2021-01-22,3,281,95,8,6294
955,2019-06-14,2,281,225,8,3693
956,2019-06-13,3,281,225,8,3571
957,2019-06-09,3,281,123,8,463
958,2018-10-01,2,281,227,8,462
959,2018-10-01,3,281,227,8,462
960,2017-07-18,2,281,228,8,341
961,2017-07-12,3,281,228,8,336
962,2017-07-03,9,281,6,10,304
963,2017-07-02,3,281,10,8,312
964,2017-07-02,3,281,26,8,284
965,2017-07-02,3,281,10,8,142
966,2017-07-01,3,281,26,8,91
967,2017-06-23,4,281,8,6,0
968,2021-03-19,1,282,6,113,0
969,2017-06-23,4,282,8,6,0
970,2021-03-12,2,283,198,8,8813
971,2021-03-12,3,283,198,8,8912
972,2021-03-12,9,283,229,9,373
973,2021-03-12,9,283,23,229,48775
974,2021-03-03,8,283,8,8,44178
975,2021-02-25,8,283,8,8,54277
976,2021-02-18,8,283,8,8,95037
977,2021-02-18,1,283,6,23,0
978,2017-07-05,3,283,9,8,56
979,2017-07-05,3,283,10,8,56
980,2017-06-23,4,283,8,6,0
981,2022-03-17,1,284,6,12,0
982,2017-06-23,4,284,8,6,0
983,2021-03-13,9,285,230,231,61118
984,2021-03-13,8,285,8,8,56160
985,2021-03-09,8,285,8,8,64056
986,2021-03-09,8,285,8,8,45510
987,2021-03-09,8,285,8,8,45510
988,2021-03-06,8,285,8,8,49355
989,2021-03-06,7,285,8,8,0
990,2021-03-05,8,285,8,8,53670
991,2021-03-05,7,285,8,8,0
992,2021-03-05,8,285,8,8,44197
993,2021-03-05,7,285,8,8,0
994,2021-03-04,8,285,8,8,49005
995,2021-03-03,7,285,8,8,0
996,2021-03-03,8,285,8,8,54623
997,2021-03-02,7,285,8,8,0
998,2021-03-02,8,285,8,8,51043
999,2021-02-24,9,285,23,230,49451
1000,2021-02-21,8,285,8,8,57730
1001,2021-02-18,8,285,8,8,95037
1002,2021-02-18,1,285,6,23,0
1003,2020-02-24,2,285,16,8,30
1004,2020-01-24,3,285,16,8,18
1005,2018-01-20,3,285,232,8,115
1006,2017-06-23,4,285,8,6,0
1007,2023-07-07,2,286,233,8,93425
1008,2023-07-07,1,286,234,235,0
1009,2023-07-07,9,286,52,234,98225
1010,2023-07-07,3,286,233,8,92917
1011,2023-07-06,3,286,236,8,86476
1012,2023-07-06,2,286,234,8,88504
1013,2023-07-06,3,286,234,8,88005
1014,2023-07-06,2,286,234,8,79229
1015,2023-07-04,3,286,234,8,81079
1016,2023-07-03,8,286,8,8,104230
1017,2023-06-10,1,286,18,52,0
1018,2023-06-08,9,286,237,18,99544
1019,2023-06-08,8,286,8,8,99544
1020,2023-05-26,2,286,238,8,97347
1021,2023-05-25,3,286,238,8,95904
1022,2023-05-25,7,286,8,8,0
1023,2023-05-24,8,286,8,8,98656
1024,2023-05-22,7,286,8,8,0
1025,2023-05-20,2,286,239,8,97711
1026,2023-05-19,3,286,239,8,97631
1027,2023-05-19,3,286,18,8,95822
1028,2023-05-19,8,286,8,8,103054
1029,2023-01-28,2,286,240,8,112902
1030,2023-01-28,9,286,52,237,117833
1031,2023-01-28,8,286,8,8,117606
1032,2023-01-27,3,286,240,8,115160
1033,2023-01-26,8,286,8,8,118947
1034,2023-01-21,8,286,8,8,123293
1035,2023-01-11,8,286,8,8,102106
1036,2023-01-10,8,286,8,8,100811
1037,2022-12-28,8,286,8,8,94132
1038,2022-12-28,1,286,18,52,0
1039,2022-12-27,8,286,8,8,91237
1040,2022-12-27,9,286,241,18,85551
1041,2022-12-27,8,286,8,8,85551
1042,2022-12-27,7,286,8,8,0
1043,2022-12-26,8,286,8,8,97524
1044,2022-12-26,7,286,8,8,0
1045,2022-12-15,8,286,8,8,113619
1046,2022-08-13,1,286,242,241,0
1047,2022-07-10,9,286,52,242,100888
1048,2022-07-09,8,286,8,8,103698
1049,2022-07-09,8,286,8,8,99835
1050,2022-07-08,8,286,8,8,98566
1051,2022-06-26,8,286,8,8,96855
1052,2022-06-26,8,286,8,8,95628
1053,2022-06-26,1,286,18,52,0
1054,2022-06-26,9,286,243,18,85619
1055,2022-06-26,8,286,8,8,85619
1056,2022-06-26,7,286,8,8,0
1057,2022-06-22,8,286,8,8,92054
1058,2022-06-19,9,286,244,243,78566
1059,2022-06-18,8,286,8,8,74176
1060,2022-05-18,8,286,8,8,127028
1061,2022-05-04,8,286,8,8,204208
1062,2022-05-04,1,286,245,244,0
1063,2022-05-04,9,286,246,245,179057
1064,2022-05-04,8,286,8,8,179057
1065,2021-08-28,8,286,8,8,650250
1066,2021-08-28,7,286,8,8,0
1067,2021-08-23,8,286,8,8,500011
1068,2021-08-23,7,286,8,8,0
1069,2021-08-19,2,286,247,8,172659
1070,2021-08-18,3,286,247,8,174704
1071,2021-08-08,8,286,8,8,197356
1072,2021-08-08,8,286,8,8,338324
1073,2021-08-08,8,286,8,8,234947
1074,2021-08-08,1,286,248,246,0
1075,2021-08-06,9,286,249,248,162057
1076,2021-08-06,8,286,8,8,153897
1077,2021-08-06,8,286,8,8,166420
1078,2021-08-05,8,286,8,8,162957
1079,2021-08-03,8,286,8,8,139220
1080,2021-08-02,8,286,8,8,157066
1081,2021-08-01,8,286,8,8,182368
1082,2021-07-31,9,286,250,249,122195
1083,2021-07-26,8,286,8,8,117087
1084,2021-06-29,7,286,8,8,0
1085,2021-05-03,8,286,8,8,95050
1086,2021-05-03,7,286,8,8,0
1087,2021-05-03,8,286,8,8,85661
1088,2021-03-12,8,286,8,8,97568
1089,2021-03-07,1,286,4,250,0
1090,2021-03-05,1,286,5,4,0
1091,2021-03-03,3,286,251,8,322
1092,2021-03-02,3,286,252,8,12
1093,2021-02-26,3,286,253,8,1
1094,2021-02-04,1,286,6,5,0
1095,2017-06-23,4,286,8,6,0
1096,2021-05-05,1,287,254,255,0
1097,2021-03-05,9,287,256,254,33545
1098,2021-03-05,8,287,8,8,33545
1099,2021-03-05,8,287,8,8,36250
1100,2021-03-05,8,287,8,8,36056
1101,2021-03-05,8,287,8,8,38263
1102,2021-03-05,9,287,257,256,32377
1103,2021-03-05,3,287,256,8,32377
1104,2021-03-05,8,287,8,8,38248
1105,2021-03-05,8,287,8,8,44454
1106,2021-02-28,1,287,258,257,0
1107,2021-02-22,9,287,259,258,52610
1108,2021-02-22,8,287,8,8,55343
1109,2021-02-22,9,287,23,259,46882
1110,2021-02-18,8,287,8,8,47890
1111,2021-02-18,8,287,8,8,95037
1112,2021-02-18,1,287,6,23,0
1113,2020-11-07,2,287,260,8,139
1114,2020-11-03,3,287,260,8,115
1115,2018-11-26,2,287,261,8,7
1116,2018-09-27,3,287,261,8,14
1117,2018-09-27,3,287,261,8,11
1118,2017-06-23,4,287,8,6,0
1119,2022-03-17,1,288,6,12,0
1120,2017-06-23,4,288,8,6,0
1121,2022-03-17,1,289,6,12,0
1122,2017-06-23,4,289,8,6,0
1123,2022-03-17,1,290,6,12,0
1124,2021-01-29,2,290,180,8,10813
1125,2021-01-28,3,290,180,8,10816
1126,2020-10-14,2,290,262,8,2598
1127,2020-10-13,3,290,262,8,2610
1128,2020-05-22,2,290,23,8,298
1129,2020-05-20,3,290,23,8,315
1130,2017-06-23,4,290,8,6,0
1131,2024-02-23,7,291,8,8,0
1132,2024-02-23,8,291,8,8,206049
1133,2024-02-23,7,291,8,8,0
1134,2024-02-18,8,291,8,8,176746
1135,2023-11-08,1,291,263,264,0
1136,2023-11-08,2,291,265,8,98354
1137,2023-11-08,9,291,266,263,103082
1138,2023-11-08,3,291,265,8,98354
1139,2023-11-08,8,291,8,8,103197
1140,2023-11-06,8,291,8,8,103865
1141,2023-11-01,8,291,8,8,111717
1142,2023-11-01,1,291,267,266,0
1143,2023-05-13,1,291,268,267,0
1144,2023-02-14,1,291,269,268,0
1145,2021-08-01,1,291,270,269,0
1146,2021-07-31,9,291,271,270,70905
1147,2021-07-31,8,291,8,8,71554
1148,2021-07-05,1,291,184,271,0
1149,2021-03-15,9,291,272,184,39450
1150,2021-03-14,2,291,144,8,37601
1151,2021-03-14,3,291,144,8,37601
1152,2021-03-14,8,291,8,8,39412
1153,2021-03-12,2,291,273,8,35203
1154,2021-03-12,3,291,273,8,34483
1155,2021-03-12,8,291,8,8,39781
1156,2021-03-07,8,291,8,8,49840
1157,2021-03-07,1,291,4,272,0
1158,2021-03-05,1,291,5,4,0
1159,2021-02-04,1,291,6,5,0
1160,2017-06-23,4,291,8,6,0
1161,2022-03-17,1,292,6,12,0
1162,2017-06-23,4,292,8,6,0
1163,2017-06-23,4,293,8,6,0
1164,2021-12-29,2,294,274,8,378958
1165,2021-12-29,3,294,274,8,380352
1166,2021-01-25,9,294,275,276,17182
1167,2021-01-25,2,294,276,8,14318
1168,2021-01-25,3,294,276,8,14318
1169,2021-01-17,8,294,8,8,14478
1170,2021-01-09,8,294,8,8,18308
1171,2021-01-09,9,294,94,275,7626
1172,2021-01-09,3,294,275,8,7626
1173,2021-01-09,3,294,95,8,6711
1174,2021-01-09,8,294,8,8,9749
1175,2021-01-07,8,294,8,8,10904
1176,2021-01-03,8,294,8,8,15855
1177,2021-01-03,7,294,8,8,0
1178,2020-07-11,8,294,8,8,10827
1179,2020-05-29,9,294,96,94,1086
1180,2020-05-27,8,294,8,8,1016
1181,2020-05-27,8,294,8,8,1027
1182,2020-04-29,8,294,8,8,1047
1183,2020-02-06,8,294,8,8,3230
1184,2020-01-02,9,294,6,96,255
1185,2020-01-01,3,294,96,8,264
1186,2017-07-02,3,294,17,8,14
1187,2017-06-23,4,294,8,6,0
1188,2017-06-23,4,295,8,6,0
1189,2022-03-17,1,296,6,12,0
1190,2017-06-23,4,296,8,6,0
1191,2017-06-23,4,297,8,6,0
1192,2022-03-17,1,298,6,12,0
1193,2021-01-27,2,298,277,8,2581
1194,2021-01-27,3,298,277,8,2616
1195,2017-07-05,3,298,10,8,56
1196,2017-06-23,4,298,8,6,0
1197,2022-03-17,1,299,278,279,0
1198,2021-05-13,9,299,212,278,47846
1199,2021-05-13,8,299,8,8,49723
1200,2021-05-13,8,299,8,8,49590
1201,2021-05-13,8,299,8,8,52147
1202,2021-05-13,5,299,13,212,0
1203,2021-05-04,6,299,280,13,0
1204,2021-05-04,1,299,281,280,0
1205,2021-05-04,5,299,13,281,0
1206,2021-05-03,6,299,282,13,0
1207,2021-05-03,1,299,283,282,0
1208,2021-05-03,5,299,13,283,0
1209,2021-05-03,6,299,284,13,0
1210,2021-05-03,1,299,285,284,0
1211,2021-05-03,5,299,13,285,0
1212,2021-03-08,6,299,286,13,0
1213,2021-03-08,1,299,287,286,0
1214,2021-03-07,1,299,4,287,0
1215,2021-03-05,1,299,5,4,0
1216,2021-02-04,1,299,6,5,0
1217,2017-06-23,4,299,8,6,0
1218,2022-02-13,9,300,18,110,217051
1219,2022-02-10,8,300,8,8,239071
1220,2022-02-07,1,300,34,18,0
1221,2022-02-02,8,300,8,8,230365
1222,2022-02-01,8,300,8,8,245953
1223,2022-02-01,1,300,18,34,0
1224,2022-02-01,9,300,288,18,241576
1225,2022-02-01,8,300,8,18,241576
1226,2022-02-01,8,300,8,8,243245
1227,2022-02-01,8,300,8,8,249536
1228,2022-02-01,8,300,8,8,253735
1229,2022-01-26,8,300,8,8,233273
1230,2022-01-26,9,300,289,288,215528
1231,2022-01-26,2,300,18,8,216273
1232,2022-01-26,8,300,8,8,223199
1233,2022-01-26,3,300,18,8,218967
1234,2022-01-26,8,300,8,8,228586
1235,2022-01-25,8,300,8,8,218680
1236,2022-01-25,8,300,8,8,206259
1237,2022-01-25,7,300,8,8,0
1238,2022-01-24,8,300,8,8,176379
1239,2022-01-01,9,300,290,289,262390
1240,2022-01-01,3,300,289,8,262390
1241,2022-01-01,8,300,8,8,280855
1242,2021-10-24,1,300,11,290,0
1243,2021-10-20,5,300,13,11,0
1244,2021-02-04,6,300,15,13,0
1245,2021-02-04,1,300,11,15,0
1246,2021-02-04,1,300,6,11,0
1247,2017-06-23,4,300,8,6,0
1248,2022-03-17,1,301,6,12,0
1249,2021-02-23,2,301,198,8,674
1250,2021-02-22,3,301,198,8,751
1251,2017-07-05,3,301,10,8,53
1252,2017-06-23,4,301,8,6,0
1253,2021-03-19,1,302,6,113,0
1254,2017-06-23,4,302,8,6,0
1255,2022-03-17,1,303,6,12,0
1256,2021-02-25,2,303,198,8,634
1257,2021-02-22,3,303,198,8,751
1258,2017-12-13,3,303,291,8,21
1259,2017-06-23,4,303,8,6,0
1260,2017-06-23,4,304,8,6,0
1261,2023-02-01,1,305,292,293,0
1262,2022-11-28,1,305,294,292,0
1263,2022-11-14,1,305,12,294,0
1264,2022-03-17,1,305,6,12,0
1265,2021-10-16,2,305,295,8,3855
1266,2021-10-16,3,305,295,8,3855
1267,2020-10-14,2,305,296,8,3052
1268,2020-10-14,3,305,296,8,3058
1269,2020-05-22,2,305,23,8,496
1270,2020-05-20,3,305,23,8,525
1271,2020-01-05,2,305,23,8,136
1272,2020-01-01,3,305,23,8,132
1273,2017-06-26,3,305,9,8,13
1274,2017-06-23,4,305,8,6,0
1275,2022-03-17,1,306,6,12,0
1276,2017-06-23,4,306,8,6,0
1277,2021-12-01,1,307,297,298,0
1278,2021-08-11,2,307,299,8,138258
1279,2021-08-11,3,307,299,8,138258
1280,2021-08-11,9,307,300,297,151271
1281,2021-08-11,8,307,8,8,151271
1282,2021-08-11,2,307,301,8,134223
1283,2021-08-11,3,307,301,8,131694
1284,2021-08-11,3,307,299,8,127603
1285,2021-08-10,8,307,8,8,152794
1286,2021-08-10,8,307,8,8,173305
1287,2021-08-10,8,307,8,8,204815
1288,2021-05-06,2,307,75,8,<0.01
1289,2021-05-05,3,307,75,8,70270
1290,2021-05-05,1,307,302,300,0
1291,2021-04-12,1,307,300,302,0
1292,2021-03-07,1,307,4,300,0
1293,2021-03-05,1,307,5,4,0
1294,2021-02-04,1,307,6,5,0
1295,2017-06-23,4,307,8,6,0
1296,2022-10-25,2,308,303,8,101106
1297,2022-10-24,3,308,303,8,99475
1298,2021-12-06,9,308,304,305,291644
1299,2021-12-06,3,308,305,8,304893
1300,2021-12-06,3,308,306,8,301510
1301,2021-12-06,8,308,8,8,332261
1302,2021-12-06,8,308,8,8,350522
1303,2021-12-05,8,308,8,8,374441
1304,2021-12-05,8,308,8,8,414639
1305,2021-12-05,8,308,8,8,490180
1306,2021-12-04,8,308,8,8,778618
1307,2021-08-31,1,308,307,304,0
1308,2021-07-30,9,308,74,307,56120
1309,2021-07-30,8,308,8,8,56366
1310,2021-07-30,5,308,13,74,0
1311,2021-06-14,6,308,308,13,0
1312,2021-06-14,1,308,74,308,0
1313,2021-06-14,7,308,8,8,0
1314,2021-06-04,2,308,309,8,39301
1315,2021-05-30,3,308,309,8,36162
1316,2021-05-29,8,308,8,8,84525
1317,2021-04-24,8,308,8,8,278305
1318,2021-03-06,1,308,4,74,0
1319,2021-03-05,1,308,5,4,0
1320,2021-02-04,1,308,6,5,0
1321,2017-06-23,4,308,8,6,0
1322,2022-08-15,1,309,310,311,0
1323,2022-08-15,7,309,8,8,0
1324,2021-09-17,8,309,8,8,10.82M
1325,2021-09-01,8,309,8,8,8.8M
1326,2021-08-27,8,309,8,8,2.72M
1327,2021-08-26,8,309,8,8,2.96M
1328,2021-08-24,8,309,8,8,1.44M
1329,2021-08-23,7,309,8,8,0
1330,2021-08-20,8,309,8,8,989925
1331,2021-08-20,8,309,8,8,626822
1332,2021-08-13,8,309,8,8,939861
1333,2021-08-12,8,309,8,8,919102
1334,2021-08-10,8,309,8,8,966898
1335,2021-08-02,8,309,8,8,8.15M
1336,2021-07-31,8,309,8,8,721500
1337,2021-07-31,8,309,8,8,726275
1338,2021-07-28,8,309,8,8,706053
1339,2021-07-22,8,309,8,8,347583
1340,2021-07-19,8,309,8,8,161381
1341,2021-07-16,8,309,8,8,171437
1342,2021-07-13,8,309,8,8,187501
1343,2021-07-13,8,309,8,8,229823
1344,2021-07-12,8,309,8,8,247076
1345,2021-07-08,8,309,8,8,261566
1346,2021-07-04,8,309,8,8,292101
1347,2021-07-02,8,309,8,8,306959
1348,2021-06-29,8,309,8,8,360420
1349,2021-06-25,8,309,8,8,342363
1350,2021-06-16,8,309,8,8,453319
1351,2021-06-15,8,309,8,8,471783
1352,2021-06-11,8,309,8,8,454273
1353,2021-06-09,8,309,8,8,472766
1354,2021-05-31,8,309,8,8,756027
1355,2021-05-15,8,309,8,8,383261
1356,2021-05-07,8,309,8,8,514078
1357,2021-05-04,8,309,8,8,654019
1358,2021-03-27,8,309,8,8,419935
1359,2021-03-25,8,309,8,8,399882
1360,2021-03-22,8,309,8,8,488579
1361,2021-03-18,8,309,8,8,526246
1362,2021-03-17,8,309,8,8,525206
1363,2021-03-12,8,309,8,8,532174
1364,2021-03-11,8,309,8,8,540201
1365,2021-03-10,8,309,8,8,560251
1366,2021-03-07,1,309,4,310,0
1367,2021-03-05,1,309,5,4,0
1368,2021-02-04,1,309,6,5,0
1369,2017-06-23,4,309,8,6,0
1370,2021-06-13,2,310,312,8,356
1371,2021-06-13,3,310,312,8,351
1372,2019-05-11,3,310,313,8,27
1373,2017-06-23,4,310,8,6,0
1374,2021-03-06,2,311,314,8,4893
1375,2021-01-27,3,311,314,8,3936
1376,2021-01-26,2,311,314,8,4132
1377,2021-01-24,3,311,314,8,4130
1378,2020-12-26,2,311,314,8,2012
1379,2020-12-23,3,311,314,8,1898
1380,2020-10-16,2,311,314,8,1135
1381,2020-10-08,3,311,314,8,1055
1382,2017-06-23,4,311,8,6,0
1383,2022-11-14,9,312,315,316,98754
1384,2022-11-13,3,312,316,8,101090
1385,2022-11-12,3,312,317,8,99861
1386,2022-11-12,3,312,318,8,99229
1387,2022-11-12,3,312,317,8,97333
1388,2022-11-12,3,312,316,8,96941
1389,2022-11-12,3,312,317,8,94880
1390,2022-11-12,3,312,316,8,94564
1391,2022-11-12,3,312,317,8,93615
1392,2022-11-12,3,312,316,8,92350
1393,2022-11-12,3,312,317,8,91085
